Player_Id,Year,Team,Games_Played,Attempts,Yards,Average,Long,TDs,First_Downs,First_Down_Percentage,Rushes_Over_Twenty_Yards,Rushes_Over_Forty_Yards,Fumbles 
keith-poole,1998,NewOrleansSaints,15,0,0,0,0,0,0,0,0,0,0
keith-poole,1999,NewOrleansSaints,15,1,14,14,14,0,1,100,0,0,0
keith-poole,2000,NewOrleansSaints,15,0,0,0,0,0,0,0,0,0,0
keith-poole,2001,DenverBroncos,6,0,0,0,0,0,0,0,0,0,0
keith-poole,TOTAL,--,54,1,14,14,14,0,1,100,0,0,0
ken-payne,1974,GreenBayPackers,12,0,0,0,0,0,0,0,0,0,0
ken-payne,1975,GreenBayPackers,14,1,-2,-2,-2,0,0,0,0,0,0
ken-payne,1976,GreenBayPackers,14,0,0,0,0,0,0,0,0,0,0
ken-payne,1977,GreenBayPackers,4,0,0,0,0,0,0,0,0,0,0
ken-payne,1978,PhiladelphiaEagles,16,1,17,17,17,0,0,0,0,0,0
ken-payne,TOTAL,--,60,2,15,7.5,15,0,0,0,0,0,0
kerry-porter,1987,BuffaloBills,6,2,0,0,1,0,0,0,0,0,0
kerry-porter,1989,LosAngelesRaiders,16,13,54,4.2,23,0,0,0,0,0,0
kerry-porter,1990,DenverBroncos,13,1,3,3,3,0,0,0,0,0,0
kerry-porter,TOTAL,--,35,16,57,3.6,27,0,0,0,0,0,0
larry-parker-2,1999,KansasCityChiefs,10,0,0,0,0,0,0,0,0,0,0
larry-parker-2,2000,KansasCityChiefs,16,1,-7,-7,-7,0,0,0,0,0,0
larry-parker-2,2001,KansasCityChiefs,12,3,6,2,7,0,0,0,0,0,0
larry-parker-2,TOTAL,--,38,4,-1,-0.3,0,0,0,0,0,0,0
larry-peace,1941,BrooklynDodgers,7,4,2,0.5,0,0,0,0,0,0,0
larry-peace,TOTAL,--,7,4,2,0.5,0,0,0,0,0,0,0
larry-poole,1975,ClevelandBrowns,3,17,114,6.7,26,0,0,0,0,0,0
larry-poole,1976,ClevelandBrowns,13,78,356,4.6,26,1,0,0,0,0,0
larry-poole,1977,ClevelandBrowns,13,38,118,3.1,12,1,0,0,0,0,0
larry-poole,1978,HoustonOilers,9,0,0,0,0,0,0,0,0,0,0
larry-poole,TOTAL,--,38,133,588,4.4,64,2,0,0,0,0,0
lawrence-phillips,1996,St.LouisRams,15,193,632,3.3,38,4,31,16.06,2,0,2
lawrence-phillips,1997,MiamiDolphins,12,201,677,3.4,28,8,39,19.4,4,0,3
lawrence-phillips,1999,SanFrancisco49ers,8,30,144,4.8,68,2,8,26.67,1,1,0
lawrence-phillips,TOTAL,--,35,424,1453,3.4,134,14,78,18.4,7,1,5
lee-presley,1945,WashingtonRedskins,8,1,1,1,0,0,0,0,0,0,0
lee-presley,TOTAL,--,8,1,1,1,0,0,0,0,0,0,0
leo-petree,1920,ClevelandTigers,2,0,0,0,0,0,0,0,0,0,0
leo-petree,1922,ToledoMaroons,5,0,0,0,0,1,0,0,0,0,0
leo-petree,TOTAL,--,7,0,0,0,0,1,0,0,0,0,0
leon-pense,1945,PittsburghSteelers,10,6,1,0.2,0,0,0,0,0,0,0
leon-pense,TOTAL,--,10,6,1,0.2,0,0,0,0,0,0,0
leon-perry,1980,NewYorkGiants,10,59,272,4.6,17,1,0,0,0,0,0
leon-perry,1981,NewYorkGiants,16,72,257,3.6,23,0,0,0,0,0,0
leon-perry,1982,NewYorkGiants,2,3,14,4.7,15,0,0,0,0,0,0
leon-perry,TOTAL,--,28,134,543,4.1,55,1,0,0,0,0,0
les-peterson,1931,PortsmouthSpartans,10,0,0,0,0,0,0,0,0,0,0
les-peterson,1932,StatenIslandStapletons,9,0,0,0,0,0,0,0,0,0,0
les-peterson,1933,BrooklynDodgers,9,0,0,0,0,0,0,0,0,0,0
les-peterson,1934,GreenBayPackers,11,1,0,0,0,0,0,0,0,0,0
les-peterson,TOTAL,--,39,1,0,0,0,0,0,0,0,0,0
lew-pope,1931,ProvidenceSteamRoller,8,0,0,0,0,0,0,0,0,0,0
lew-pope,1933,CincinnatiReds,10,56,179,3.2,0,1,0,0,0,0,0
lew-pope,1934,CincinnatiReds,8,40,163,4.1,0,0,0,0,0,0,0
lew-pope,TOTAL,--,26,96,342,3.6,0,1,0,0,0,0,0
lew-porter,1970,KansasCityChiefs,5,2,21,10.5,0,0,0,0,0,0,0
lew-porter,TOTAL,--,5,2,21,10.5,0,0,0,0,0,0,0
lindy-pearson,1950,DetroitLions,11,31,82,2.6,0,2,0,0,0,0,0
lindy-pearson,1951,DetroitLions,12,22,88,4,0,0,0,0,0,0,0
lindy-pearson,1952,GreenBayPackers,3,3,0,0,0,0,0,0,0,0,0
lindy-pearson,TOTAL,--,26,56,170,3,0,2,0,0,0,0,0
lloyd-parsons,1941,DetroitLions,7,5,9,1.8,0,0,0,0,0,0,0
lloyd-parsons,TOTAL,--,7,5,9,1.8,0,0,0,0,0,0,0
lloyd-pate,1970,BuffaloBills,9,46,162,3.5,0,1,0,0,0,0,0
lloyd-pate,TOTAL,--,9,46,162,3.5,0,1,0,0,0,0,0
lonnie-perrin,1976,DenverBroncos,14,37,118,3.2,14,2,0,0,0,0,0
lonnie-perrin,1977,DenverBroncos,14,110,456,4.2,62,3,0,0,0,0,0
lonnie-perrin,1978,DenverBroncos,16,108,455,4.2,28,4,0,0,0,0,0
lonnie-perrin,1979,ChicagoBears,14,7,18,2.6,5,0,0,0,0,0,0
lonnie-perrin,TOTAL,--,58,262,1047,4,109,9,0,0,0,0,0
lou-partlow,1920,DaytonTriangles,9,0,0,0,0,3,0,0,0,0,0
lou-partlow,1921,DaytonTriangles,6,0,0,0,0,1,0,0,0,0,0
lou-partlow,1922,DaytonTriangles,6,0,0,0,0,1,0,0,0,0,0
lou-partlow,1923,ClevelandIndians,8,0,0,0,0,0,0,0,0,0,0
lou-partlow,1924,DaytonTriangles,8,0,0,0,0,1,0,0,0,0,0
lou-partlow,1925,DaytonTriangles,3,0,0,0,0,0,0,0,0,0,0
lou-partlow,1926,DaytonTriangles,4,0,0,0,0,0,0,0,0,0,0
lou-partlow,1927,DaytonTriangles,5,0,0,0,0,0,0,0,0,0,0
lou-partlow,1928,DaytonTriangles,0,0,0,0,0,0,0,0,0,0,0
lou-partlow,1929,DaytonTriangles,1,0,0,0,0,0,0,0,0,0,0
lou-partlow,TOTAL,--,50,0,0,0,0,6,0,0,0,0,0
lou-piccone,1974,NewYorkJets,14,0,0,0,0,0,0,0,0,0,0
lou-piccone,1975,NewYorkJets,13,0,0,0,0,0,0,0,0,0,0
lou-piccone,1976,NewYorkJets,14,1,11,11,11,0,0,0,0,0,0
lou-piccone,1977,BuffaloBills,14,1,6,6,6,0,0,0,0,0,0
lou-piccone,1978,BuffaloBills,16,0,0,0,0,0,0,0,0,0,0
lou-piccone,1979,BuffaloBills,16,0,0,0,0,0,0,0,0,0,0
lou-piccone,1980,BuffaloBills,9,0,0,0,0,0,0,0,0,0,0
lou-piccone,1981,BuffaloBills,14,0,0,0,0,0,0,0,0,0,0
lou-piccone,1982,BuffaloBills,8,0,0,0,0,0,0,0,0,0,0
lou-piccone,TOTAL,--,118,2,17,8.5,17,0,0,0,0,0,0
louie-pahl,1923,MinneapolisMarines,8,0,0,0,0,1,0,0,0,0,0
louie-pahl,1924,MinneapolisMarines,3,0,0,0,0,0,0,0,0,0,0
louie-pahl,TOTAL,--,11,0,0,0,0,1,0,0,0,0,0
lousaka-polite,2004,DallasCowboys,1,0,0,0,0,0,0,0,0,0,0
lousaka-polite,2005,DallasCowboys,14,2,8,4,6,0,1,50,0,0,0
lousaka-polite,2006,DallasCowboys,12,7,18,2.6,4,0,1,14.29,0,0,0
lousaka-polite,2007,ChicagoBears,5,0,0,0,0,0,0,0,0,0,0
lousaka-polite,2008,MiamiDolphins,11,23,85,3.7,14,0,15,65.22,0,0,0
lousaka-polite,2009,MiamiDolphins,16,37,123,3.3,13,0,20,54.05,0,0,1
lousaka-polite,2010,MiamiDolphins,16,26,62,2.4,4,1,15,57.69,0,0,0
lousaka-polite,2011,NewEnglandPatriots,1,0,0,0,0,0,0,0,0,0,0
lousaka-polite,2012,AtlantaFalcons,6,0,0,0,0,0,0,0,0,0,0
lousaka-polite,TOTAL,--,82,95,296,3.1,41,1,52,54.74,0,0,1
lowell-perry,1956,PittsburghSteelers,6,2,37,18.5,0,0,0,0,0,0,0
lowell-perry,TOTAL,--,6,2,37,18.5,0,0,0,0,0,0,0
luke-prestridge,1979,DenverBroncos,16,1,29,29,29,0,0,0,0,0,0
luke-prestridge,1980,DenverBroncos,16,0,0,0,0,0,0,0,0,0,0
luke-prestridge,1981,DenverBroncos,16,0,0,0,0,0,0,0,0,0,0
luke-prestridge,1982,DenverBroncos,9,0,0,0,0,0,0,0,0,0,0
luke-prestridge,1983,DenverBroncos,16,1,7,7,7,0,0,0,0,0,0
luke-prestridge,1984,NewEnglandPatriots,9,0,0,0,0,0,0,0,0,0,0
luke-prestridge,TOTAL,--,82,2,36,18,36,0,0,0,0,0,0
marion-pugh,1941,NewYorkGiants,5,24,50,2.1,0,0,0,0,0,0,0
marion-pugh,1945,NewYorkGiants,5,24,-52,-2.2,0,0,0,0,0,0,0
marion-pugh,1946,MiamiSeahawks,0,0,0,0,0,0,0,0,0,0,0
marion-pugh,TOTAL,--,10,48,-2,0,0,0,0,0,0,0,0
marvin-powell,1999,NewOrleansSaints,9,1,1,1,1,0,0,0,0,0,0
marvin-powell,TOTAL,--,9,1,1,1,1,0,0,0,0,0,0
maury-patt,1938,DetroitLions,10,3,30,10,0,0,0,0,0,0,0
maury-patt,1939,ClevelandRams,10,6,20,3.3,0,0,0,0,0,0,0
maury-patt,1940,ClevelandRams,10,1,0,0,0,0,0,0,0,0,0
maury-patt,1941,ClevelandRams,11,5,16,3.2,0,0,0,0,0,0,0
maury-patt,1942,ClevelandRams,7,0,0,0,0,0,0,0,0,0,0
maury-patt,TOTAL,--,48,15,66,4.4,0,0,0,0,0,0,0
michael-pittman,1998,ArizonaCardinals,15,29,91,3.1,11,0,4,13.79,0,0,1
michael-pittman,1999,ArizonaCardinals,10,64,289,4.5,58,2,11,17.19,2,1,2
michael-pittman,2000,ArizonaCardinals,16,184,719,3.9,29,4,35,19.02,5,0,3
michael-pittman,2001,ArizonaCardinals,15,241,846,3.5,42,5,42,17.43,7,1,5
michael-pittman,2002,TampaBayBuccaneers,16,204,718,3.5,21,1,36,17.65,1,0,3
michael-pittman,2003,TampaBayBuccaneers,16,187,751,4,17,0,37,19.79,0,0,2
michael-pittman,2004,TampaBayBuccaneers,13,219,926,4.2,78,7,41,18.72,2,2,5
michael-pittman,2005,TampaBayBuccaneers,16,70,436,6.2,64,1,10,14.29,5,2,0
michael-pittman,2006,TampaBayBuccaneers,16,50,245,4.9,32,1,12,24,1,0,1
michael-pittman,2007,TampaBayBuccaneers,10,68,286,4.2,29,0,12,17.65,2,0,0
michael-pittman,2008,DenverBroncos,8,76,320,4.2,20,4,25,32.89,1,0,0
michael-pittman,TOTAL,--,151,1392,5627,4,401,25,265,19.04,26,6,22
mike-pagel,1982,BaltimoreColts,9,19,82,4.3,32,1,0,0,0,0,0
mike-pagel,1983,BaltimoreColts,15,54,441,8.2,33,0,0,0,0,0,0
mike-pagel,1984,IndianapolisColts,11,26,149,5.7,23,1,0,0,0,0,0
mike-pagel,1985,IndianapolisColts,16,25,160,6.4,29,2,0,0,0,0,0
mike-pagel,1986,ClevelandBrowns,1,2,0,0,0,0,0,0,0,0,0
mike-pagel,1987,ClevelandBrowns,4,0,0,0,0,0,0,0,0,0,0
mike-pagel,1988,ClevelandBrowns,5,4,1,0.3,5,0,0,0,0,0,0
mike-pagel,1989,ClevelandBrowns,16,2,-1,-0.5,4,0,0,0,0,0,0
mike-pagel,1990,ClevelandBrowns,16,3,-1,-0.3,0,0,0,0,0,0,0
mike-pagel,1991,LosAngelesRams,16,0,0,0,0,0,0,0,0,0,0
mike-pagel,1992,LosAngelesRams,16,1,0,0,0,0,0,0,0,0,1
mike-pagel,1993,LosAngelesRams,7,0,0,0,0,0,0,0,0,0,0
mike-pagel,TOTAL,--,132,136,831,6.1,126,4,0,0,0,0,1
mike-palm,1925,NewYorkGiants,2,0,0,0,0,0,0,0,0,0,0
mike-palm,1926,NewYorkGiants,1,0,0,0,0,1,0,0,0,0,0
mike-palm,1933,CincinnatiReds,6,14,6,0.4,0,0,0,0,0,0,0
mike-palm,TOTAL,--,9,14,6,0.4,0,1,0,0,0,0,0
mike-patrick,1975,NewEnglandPatriots,14,0,0,0,0,0,0,0,0,0,0
mike-patrick,1976,NewEnglandPatriots,14,1,-16,-16,-16,0,0,0,0,0,0
mike-patrick,1977,NewEnglandPatriots,14,0,0,0,0,0,0,0,0,0,0
mike-patrick,1978,NewEnglandPatriots,1,0,0,0,0,0,0,0,0,0,0
mike-patrick,TOTAL,--,43,1,-16,-16,-16,0,0,0,0,0,0
mike-phipps,1970,ClevelandBrowns,14,11,94,8.6,0,0,0,0,0,0,0
mike-phipps,1971,ClevelandBrowns,14,6,35,5.8,0,0,0,0,0,0,0
mike-phipps,1972,ClevelandBrowns,14,60,256,4.3,0,5,0,0,0,0,0
mike-phipps,1973,ClevelandBrowns,14,60,395,6.6,0,5,0,0,0,0,0
mike-phipps,1974,ClevelandBrowns,14,39,279,7.2,0,1,0,0,0,0,0
mike-phipps,1975,ClevelandBrowns,14,18,70,3.9,12,0,0,0,0,0,0
mike-phipps,1976,ClevelandBrowns,4,4,26,6.5,24,0,0,0,0,0,0
mike-phipps,1977,ChicagoBears,3,0,0,0,0,0,0,0,0,0,0
mike-phipps,1978,ChicagoBears,6,13,34,2.6,10,0,0,0,0,0,0
mike-phipps,1979,ChicagoBears,12,27,51,1.9,12,0,0,0,0,0,0
mike-phipps,1980,ChicagoBears,7,15,38,2.5,9,2,0,0,0,0,0
mike-phipps,1981,ChicagoBears,3,1,0,0,0,0,0,0,0,0,0
mike-phipps,TOTAL,--,119,254,1278,5,67,13,0,0,0,0,0
mike-pringle,1990,AtlantaFalcons,3,2,9,4.5,9,0,0,0,0,0,0
mike-pringle,TOTAL,--,3,2,9,4.5,9,0,0,0,0,0,0
mike-pritchard,1991,AtlantaFalcons,16,0,0,0,0,0,0,0,0,0,0
mike-pritchard,1992,AtlantaFalcons,16,5,37,7.4,22,0,2,40,1,0,0
mike-pritchard,1993,AtlantaFalcons,15,2,4,2,4,0,0,0,0,0,0
mike-pritchard,1994,DenverBroncos,3,0,0,0,0,0,0,0,0,0,0
mike-pritchard,1995,DenverBroncos,15,6,17,2.8,9,0,0,0,0,0,0
mike-pritchard,1996,SeattleSeahawks,16,2,13,6.5,7,0,0,0,0,0,0
mike-pritchard,1997,SeattleSeahawks,16,1,14,14,14,0,1,100,0,0,0
mike-pritchard,1998,SeattleSeahawks,16,1,17,17,17,0,1,100,0,0,0
mike-pritchard,1999,SeattleSeahawks,14,0,0,0,0,0,0,0,0,0,0
mike-pritchard,TOTAL,--,127,17,102,6,73,0,4,23.53,1,0,0
mike-pruitt,1976,ClevelandBrowns,13,52,138,2.7,18,0,0,0,0,0,0
mike-pruitt,1977,ClevelandBrowns,13,47,205,4.4,21,1,0,0,0,0,0
mike-pruitt,1978,ClevelandBrowns,16,135,560,4.2,71,5,0,0,0,0,0
mike-pruitt,1979,ClevelandBrowns,16,264,1294,4.9,77,9,0,0,0,0,0
mike-pruitt,1980,ClevelandBrowns,16,249,1034,4.2,56,6,0,0,0,0,0
mike-pruitt,1981,ClevelandBrowns,16,247,1103,4.5,21,7,0,0,0,0,0
mike-pruitt,1982,ClevelandBrowns,9,143,516,3.6,17,3,0,0,0,0,0
mike-pruitt,1983,ClevelandBrowns,15,293,1184,4,27,10,0,0,0,0,0
mike-pruitt,1984,ClevelandBrowns,10,163,506,3.1,14,6,0,0,0,0,0
mike-pruitt,1985,KansasCityChiefs,13,112,390,3.5,54,2,0,0,0,0,0
mike-pruitt,1986,KansasCityChiefs,15,139,448,3.2,16,2,0,0,0,0,0
mike-pruitt,TOTAL,--,152,1844,7378,4,392,51,0,0,0,0,0
mike-purdy,1920,RochesterJeffersons,3,0,0,0,0,2,0,0,0,0,0
mike-purdy,1921,NewYorkGiants,1,0,0,0,0,0,0,0,0,0,0
mike-purdy,1922,MilwaukeeBadgers,9,0,0,0,0,1,0,0,0,0,0
mike-purdy,TOTAL,--,13,0,0,0,0,3,0,0,0,0,0
milt-piepul,1941,DetroitLions,11,20,56,2.8,0,0,0,0,0,0,0
milt-piepul,TOTAL,--,11,20,56,2.8,0,0,0,0,0,0,0
milt-plum,1957,ClevelandBrowns,9,26,118,4.5,0,0,0,0,0,0,0
milt-plum,1958,ClevelandBrowns,12,37,107,2.9,0,4,0,0,0,0,0
milt-plum,1959,ClevelandBrowns,12,21,20,1,0,1,0,0,0,0,0
milt-plum,1960,ClevelandBrowns,12,17,-24,-1.4,0,2,0,0,0,0,0
milt-plum,1961,ClevelandBrowns,14,24,-17,-0.7,0,1,0,0,0,0,0
milt-plum,1962,DetroitLions,14,29,170,5.9,0,1,0,0,0,0,0
milt-plum,1963,DetroitLions,10,9,26,2.9,0,0,0,0,0,0,0
milt-plum,1964,DetroitLions,12,12,28,2.3,0,1,0,0,0,0,0
milt-plum,1965,DetroitLions,14,21,37,1.8,0,3,0,0,0,0,0
milt-plum,1966,DetroitLions,6,12,59,4.9,0,0,0,0,0,0,0
milt-plum,1967,DetroitLions,9,6,5,0.8,0,0,0,0,0,0,0
milt-plum,1968,LosAngelesRams,4,2,3,1.5,0,0,0,0,0,0,0
milt-plum,1969,NewYorkGiants,1,1,-1,-1,0,0,0,0,0,0,0
milt-plum,TOTAL,--,129,217,531,2.5,0,13,0,0,0,0,0
milt-popovich,1938,ChicagoCardinals,7,6,13,2.2,0,0,0,0,0,0,0
milt-popovich,1939,ChicagoCardinals,10,26,78,3,0,0,0,0,0,0,0
milt-popovich,1940,ChicagoCardinals,10,41,138,3.4,0,0,0,0,0,0,0
milt-popovich,1941,ChicagoCardinals,6,5,4,0.8,0,0,0,0,0,0,0
milt-popovich,1942,ChicagoCardinals,10,0,0,0,0,0,0,0,0,0,0
milt-popovich,TOTAL,--,43,78,233,3,0,0,0,0,0,0,0
nathan-poole,1979,CincinnatiBengals,16,1,-3,-3,-3,0,0,0,0,0,0
nathan-poole,1980,CincinnatiBengals,16,5,6,1.2,7,0,0,0,0,0,0
nathan-poole,1982,DenverBroncos,9,7,36,5.1,20,0,0,0,0,0,0
nathan-poole,1983,DenverBroncos,16,81,246,3,19,4,0,0,0,0,0
nathan-poole,1985,DenverBroncos,3,4,12,3,6,0,0,0,0,0,0
nathan-poole,1987,DenverBroncos,2,28,126,4.5,15,1,0,0,0,0,0
nathan-poole,TOTAL,--,62,126,423,3.4,64,5,0,0,0,0,0
nels-peterson,1937,WashingtonRedskins,2,2,8,4,0,0,0,0,0,0,0
nels-peterson,1938,ClevelandRams,7,21,70,3.3,0,1,0,0,0,0,0
nels-peterson,TOTAL,--,9,23,78,3.4,0,1,0,0,0,0,0
nick-papac,1961,OaklandRaiders,14,6,28,4.7,0,1,0,0,0,0,0
nick-papac,TOTAL,--,14,6,28,4.7,0,1,0,0,0,0,0
nick-pietrosante,1959,DetroitLions,10,76,447,5.9,0,3,0,0,0,0,0
nick-pietrosante,1960,DetroitLions,12,161,872,5.4,0,8,0,0,0,0,0
nick-pietrosante,1961,DetroitLions,14,201,841,4.2,0,5,0,0,0,0,0
nick-pietrosante,1962,DetroitLions,13,134,445,3.3,0,2,0,0,0,0,0
nick-pietrosante,1963,DetroitLions,12,112,418,3.7,0,5,0,0,0,0,0
nick-pietrosante,1964,DetroitLions,14,147,536,3.6,0,4,0,0,0,0,0
nick-pietrosante,1965,DetroitLions,14,107,374,3.5,0,1,0,0,0,0,0
nick-pietrosante,1966,ClevelandBrowns,13,7,20,2.9,0,0,0,0,0,0,0
nick-pietrosante,1967,ClevelandBrowns,14,10,73,7.3,0,0,0,0,0,0,0
nick-pietrosante,TOTAL,--,116,955,4026,4.2,0,28,0,0,0,0,0
nick-prisco,1933,PhiladelphiaEagles,2,7,6,0.9,0,0,0,0,0,0,0
nick-prisco,TOTAL,--,2,7,6,0.9,0,0,0,0,0,0,0
niles-paul,2011,WashingtonRedskins,13,1,7,7,7,0,0,0,0,0,0
niles-paul,2012,WashingtonRedskins,16,1,-1,-1,-1,0,0,0,0,0,0
niles-paul,2013,WashingtonRedskins,15,0,0,0,0,0,0,0,0,0,0
niles-paul,2014,WashingtonRedskins,16,0,0,0,0,0,0,0,0,0,0
niles-paul,2016,WashingtonRedskins,8,0,0,0,0,0,0,0,0,0,0
niles-paul,2017,WashingtonRedskins,14,2,4,2,5,0,1,50,0,0,0
niles-paul,2018,JacksonvilleJaguars,6,1,-3,-3,-3,0,0,0,0,0,0
niles-paul,TOTAL,--,88,5,7,1.4,8,0,1,20,0,0,0
oran-pape,1930,GreenBayPackers,6,0,0,0,0,2,0,0,0,0,0
oran-pape,1931,ProvidenceSteamRoller,11,0,0,0,0,1,0,0,0,0,0
oran-pape,1932,StatenIslandStapletons,2,6,12,2,0,0,0,0,0,0,0
oran-pape,TOTAL,--,19,6,12,2,0,3,0,0,0,0,0
p-j-pope,2006,GreenBayPackers,1,0,0,0,0,0,0,0,0,0,0
p-j-pope,2008,DenverBroncos,5,17,130,7.7,24,0,6,35.29,2,0,0
p-j-pope,TOTAL,--,6,17,130,7.7,24,0,6,35.29,2,0,0
pard-pearce,1920,DecaturStaleys,13,0,0,0,0,1,0,0,0,0,0
pard-pearce,1921,ChicagoStaleys,11,0,0,0,0,1,0,0,0,0,0
pard-pearce,1922,ChicagoBears,8,0,0,0,0,1,0,0,0,0,0
pard-pearce,1924,KenoshaMaroons,2,0,0,0,0,0,0,0,0,0,0
pard-pearce,1925,ProvidenceSteamRoller,8,0,0,0,0,0,0,0,0,0,0
pard-pearce,TOTAL,--,42,0,0,0,0,3,0,0,0,0,0
patrick-pass,2000,NewEnglandPatriots,5,18,58,3.2,11,0,2,11.11,0,0,0
patrick-pass,2001,NewEnglandPatriots,16,1,7,7,7,0,0,0,0,0,0
patrick-pass,2002,NewEnglandPatriots,15,4,27,6.8,13,0,1,25,0,0,0
patrick-pass,2003,NewEnglandPatriots,13,6,27,4.5,11,0,2,33.33,0,0,0
patrick-pass,2004,NewEnglandPatriots,14,39,141,3.6,19,0,6,15.38,0,0,0
patrick-pass,2005,NewEnglandPatriots,12,54,245,4.5,31,3,12,22.22,1,0,2
patrick-pass,2006,NewEnglandPatriots,3,6,21,3.5,6,0,1,16.67,0,0,1
patrick-pass,2007,NewYorkGiants,1,0,0,0,0,0,0,0,0,0,0
patrick-pass,TOTAL,--,79,128,526,4.1,98,3,24,18.75,1,0,3
paul-palmer,1987,KansasCityChiefs,12,24,155,6.5,35,0,0,0,0,0,0
paul-palmer,1988,KansasCityChiefs,15,134,452,3.4,26,2,0,0,0,0,0
paul-palmer,1989,DallasCowboys,14,112,446,4,63,2,0,0,0,0,0
paul-palmer,TOTAL,--,41,270,1053,3.9,124,4,0,0,0,0,0
paul-pardonner,1934,ChicagoCardinals,6,0,0,0,0,0,0,0,0,0,0
paul-pardonner,1935,ChicagoCardinals,9,4,-14,-3.5,0,0,0,0,0,0,0
paul-pardonner,TOTAL,--,15,4,-14,-3.5,0,0,0,0,0,0,0
peerless-price,1999,BuffaloBills,16,1,-7,-7,-7,0,0,0,0,0,0
peerless-price,2000,BuffaloBills,16,2,32,16,27,0,1,50,1,0,0
peerless-price,2001,BuffaloBills,16,6,97,16.2,31,0,3,50,3,0,0
peerless-price,2002,BuffaloBills,16,3,-13,-4.3,1,0,0,0,0,0,0
peerless-price,2003,AtlantaFalcons,16,2,3,1.5,5,0,0,0,0,0,0
peerless-price,2004,AtlantaFalcons,16,3,34,11.3,16,0,1,33.33,0,0,0
peerless-price,2005,DallasCowboys,7,1,9,9,9,0,0,0,0,0,0
peerless-price,2006,BuffaloBills,16,5,18,3.6,9,0,1,20,0,0,0
peerless-price,2007,BuffaloBills,4,0,0,0,0,0,0,0,0,0,0
peerless-price,TOTAL,--,123,23,173,7.5,91,0,6,26.09,4,0,0
pepper-petrella,1945,PittsburghSteelers,3,15,33,2.2,0,0,0,0,0,0,0
pepper-petrella,TOTAL,--,3,15,33,2.2,0,0,0,0,0,0,0
pete-perini,1954,ChicagoBears,12,4,11,2.8,0,0,0,0,0,0,0
pete-perini,1955,ClevelandBrowns,2,2,0,0,0,0,0,0,0,0,0
pete-perini,TOTAL,--,14,6,11,1.8,0,0,0,0,0,0,0
pete-pihos,1947,PhiladelphiaEagles,12,0,0,0,0,0,0,0,0,0,0
pete-pihos,1948,PhiladelphiaEagles,12,8,-3,-0.4,0,0,0,0,0,0,0
pete-pihos,1949,PhiladelphiaEagles,11,0,0,0,0,0,0,0,0,0,0
pete-pihos,1950,PhiladelphiaEagles,12,0,0,0,0,0,0,0,0,0,0
pete-pihos,1951,PhiladelphiaEagles,12,0,0,0,0,0,0,0,0,0,0
pete-pihos,1952,PhiladelphiaEagles,12,0,0,0,0,0,0,0,0,0,0
pete-pihos,1953,PhiladelphiaEagles,12,0,0,0,0,0,0,0,0,0,0
pete-pihos,1954,PhiladelphiaEagles,12,1,-1,-1,0,0,0,0,0,0,0
pete-pihos,1955,PhiladelphiaEagles,12,0,0,0,0,0,0,0,0,0,0
pete-pihos,TOTAL,--,107,9,-4,-0.4,0,0,0,0,0,0,0
pid-purdy,1926,GreenBayPackers,11,0,0,0,0,0,0,0,0,0,0
pid-purdy,1927,GreenBayPackers,6,0,0,0,0,1,0,0,0,0,0
pid-purdy,TOTAL,--,17,0,0,0,0,1,0,0,0,0,0
preston-parker,2010,TampaBayBuccaneers,9,1,7,7,7,0,0,0,0,0,0
preston-parker,2011,TampaBayBuccaneers,16,1,-3,-3,-3,0,0,0,0,0,0
preston-parker,2012,TampaBayBuccaneers,2,1,7,7,7,0,1,100,0,0,0
preston-parker,2014,NewYorkGiants,16,0,0,0,0,0,0,0,0,0,0
preston-parker,2015,NewYorkGiants,2,0,0,0,0,0,0,0,0,0,0
preston-parker,TOTAL,--,45,3,11,3.7,11,0,1,33.33,0,0,0
preston-pearson,1967,BaltimoreColts,7,0,0,0,0,0,0,0,0,0,0
preston-pearson,1968,BaltimoreColts,14,19,78,4.1,0,0,0,0,0,0,0
preston-pearson,1969,BaltimoreColts,14,24,81,3.4,0,0,0,0,0,0,0
preston-pearson,1970,PittsburghSteelers,14,173,503,2.9,0,2,0,0,0,0,0
preston-pearson,1971,PittsburghSteelers,14,131,605,4.6,0,0,0,0,0,0,0
preston-pearson,1972,PittsburghSteelers,11,67,264,3.9,0,0,0,0,0,0,0
preston-pearson,1973,PittsburghSteelers,14,132,554,4.2,0,2,0,0,0,0,0
preston-pearson,1974,PittsburghSteelers,9,70,317,4.5,0,4,0,0,0,0,0
preston-pearson,1975,DallasCowboys,14,133,509,3.8,32,2,0,0,0,0,0
preston-pearson,1976,DallasCowboys,10,68,233,3.4,21,1,0,0,0,0,0
preston-pearson,1977,DallasCowboys,14,89,341,3.8,22,1,0,0,0,0,0
preston-pearson,1978,DallasCowboys,16,25,104,4.2,18,0,0,0,0,0,0
preston-pearson,1979,DallasCowboys,14,7,14,2,11,1,0,0,0,0,0
preston-pearson,1980,DallasCowboys,11,3,6,2,2,0,0,0,0,0,0
preston-pearson,TOTAL,--,176,941,3609,3.8,106,13,0,0,0,0,0
preston-powell,1961,ClevelandBrowns,12,1,5,5,0,0,0,0,0,0,0
preston-powell,TOTAL,--,12,1,5,5,0,0,0,0,0,0,0
quinton-patton,2013,SanFrancisco49ers,6,1,26,26,26,0,1,100,1,0,0
